espn_id,year,league,division,conference
2294,2009,ncaafb,FBS,Big Ten Conference
2509,2009,ncaafb,FBS,Big Ten Conference
5,2009,ncaafb,FBS,Conference USA
151,2009,ncaafb,FBS,Conference USA
202,2009,ncaafb,FBS,Conference USA
235,2009,ncaafb,FBS,Conference USA
242,2009,ncaafb,FBS,Conference USA
248,2009,ncaafb,FBS,Conference USA
276,2009,ncaafb,FBS,Conference USA
2116,2009,ncaafb,FBS,Conference USA
2567,2009,ncaafb,FBS,Conference USA
2572,2009,ncaafb,FBS,Conference USA
2638,2009,ncaafb,FBS,Conference USA
2655,2009,ncaafb,FBS,Conference USA
87,2009,ncaafb,FBS,FBS Independents
349,2009,ncaafb,FBS,FBS Independents
2426,2009,ncaafb,FBS,FBS Independents
189,2009,ncaafb,FBS,Mid-American Conference
193,2009,ncaafb,FBS,Mid-American Conference
195,2009,ncaafb,FBS,Mid-American Conference
218,2009,ncaafb,FBS,Mid-American Conference
2006,2009,ncaafb,FBS,Mid-American Conference
2050,2009,ncaafb,FBS,Mid-American Conference
2084,2009,ncaafb,FBS,Mid-American Conference
2117,2009,ncaafb,FBS,Mid-American Conference
2199,2009,ncaafb,FBS,Mid-American Conference
2309,2009,ncaafb,FBS,Mid-American Conference
2459,2009,ncaafb,FBS,Mid-American Conference
2649,2009,ncaafb,FBS,Mid-American Conference
2711,2009,ncaafb,FBS,Mid-American Conference
21,2009,ncaafb,FBS,Mountain West Conference
36,2009,ncaafb,FBS,Mountain West Conference
167,2009,ncaafb,FBS,Mountain West Conference
252,2009,ncaafb,FBS,Mountain West Conference
254,2009,ncaafb,FBS,Mountain West Conference
2005,2009,ncaafb,FBS,Mountain West Conference
2439,2009,ncaafb,FBS,Mountain West Conference
2628,2009,ncaafb,FBS,Mountain West Conference
2751,2009,ncaafb,FBS,Mountain West Conference
9,2009,ncaafb,FBS,Pac-12 Conference
12,2009,ncaafb,FBS,Pac-12 Conference
24,2009,ncaafb,FBS,Pac-12 Conference
25,2009,ncaafb,FBS,Pac-12 Conference
26,2009,ncaafb,FBS,Pac-12 Conference
30,2009,ncaafb,FBS,Pac-12 Conference
204,2009,ncaafb,FBS,Pac-12 Conference
264,2009,ncaafb,FBS,Pac-12 Conference
265,2009,ncaafb,FBS,Pac-12 Conference
2483,2009,ncaafb,FBS,Pac-12 Conference
2,2009,ncaafb,FBS,Southeastern Conference
8,2009,ncaafb,FBS,Southeastern Conference
57,2009,ncaafb,FBS,Southeastern Conference
61,2009,ncaafb,FBS,Southeastern Conference
96,2009,ncaafb,FBS,Southeastern Conference
99,2009,ncaafb,FBS,Southeastern Conference
145,2009,ncaafb,FBS,Southeastern Conference
238,2009,ncaafb,FBS,Southeastern Conference
333,2009,ncaafb,FBS,Southeastern Conference
344,2009,ncaafb,FBS,Southeastern Conference
2579,2009,ncaafb,FBS,Southeastern Conference
2633,2009,ncaafb,FBS,Southeastern Conference
98,2009,ncaafb,FBS,Sun Belt Conference
249,2009,ncaafb,FBS,Sun Belt Conference
309,2009,ncaafb,FBS,Sun Belt Conference
2032,2009,ncaafb,FBS,Sun Belt Conference
2226,2009,ncaafb,FBS,Sun Belt Conference
2229,2009,ncaafb,FBS,Sun Belt Conference
2393,2009,ncaafb,FBS,Sun Belt Conference
2433,2009,ncaafb,FBS,Sun Belt Conference
2653,2009,ncaafb,FBS,Sun Belt Conference
16,2009,ncaafb,FCS,Big Sky Conference
147,2009,ncaafb,FCS,Big Sky Conference
149,2009,ncaafb,FCS,Big Sky Conference
304,2009,ncaafb,FCS,Big Sky Conference
331,2009,ncaafb,FCS,Big Sky Conference
2458,2009,ncaafb,FCS,Big Sky Conference
2464,2009,ncaafb,FCS,Big Sky Conference
2502,2009,ncaafb,FCS,Big Sky Conference
2692,2009,ncaafb,FCS,Big Sky Conference
324,2009,ncaafb,FCS,Big South Conference
2127,2009,ncaafb,FCS,Big South Conference
2241,2009,ncaafb,FCS,Big South Conference
2335,2009,ncaafb,FCS,Big South Conference
2506,2009,ncaafb,FCS,Big South Conference
2619,2009,ncaafb,FCS,Big South Conference
2678,2009,ncaafb,FCS,Big South Conference
48,2009,ncaafb,FCS,Coastal Athletic Association
111,2009,ncaafb,FCS,Coastal Athletic Association
113,2009,ncaafb,FCS,Coastal Athletic Association
119,2009,ncaafb,FCS,Coastal Athletic Association
160,2009,ncaafb,FCS,Coastal Athletic Association
222,2009,ncaafb,FCS,Coastal Athletic Association
227,2009,ncaafb,FCS,Coastal Athletic Association
256,2009,ncaafb,FCS,Coastal Athletic Association
257,2009,ncaafb,FCS,Coastal Athletic Association
311,2009,ncaafb,FCS,Coastal Athletic Association
2275,2009,ncaafb,FCS,Coastal Athletic Association
2729,2009,ncaafb,FCS,Coastal Athletic Association
295,2009,ncaafb,FCS,FCS Independents
2428,2009,ncaafb,FCS,FCS Independents
2542,2009,ncaafb,FCS,FCS Independents
2736,2009,ncaafb,FCS,FCS Independents
13,2009,ncaafb,FCS,Great West Conference
155,2009,ncaafb,FCS,Great West Conference
233,2009,ncaafb,FCS,Great West Conference
253,2009,ncaafb,FCS,Great West Conference
302,2009,ncaafb,FCS,Great West Conference
43,2009,ncaafb,FCS,Ivy League
108,2009,ncaafb,FCS,Ivy League
159,2009,ncaafb,FCS,Ivy League
163,2009,ncaafb,FCS,Ivy League
171,2009,ncaafb,FCS,Ivy League
172,2009,ncaafb,FCS,Ivy League
219,2009,ncaafb,FCS,Ivy League
225,2009,ncaafb,FCS,Ivy League
47,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
50,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2065,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2169,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2261,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2415,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2448,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2450,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
2569,2009,ncaafb,FCS,Mid-Eastern Athletic Conference
79,2009,ncaafb,FCS,Missouri Valley Football Conference
282,2009,ncaafb,FCS,Missouri Valley Football Conference
2287,2009,ncaafb,FCS,Missouri Valley Football Conference
2449,2009,ncaafb,FCS,Missouri Valley Football Conference
2460,2009,ncaafb,FCS,Missouri Valley Football Conference
2571,2009,ncaafb,FCS,Missouri Valley Football Conference
2623,2009,ncaafb,FCS,Missouri Valley Football Conference
2710,2009,ncaafb,FCS,Missouri Valley Football Conference
2754,2009,ncaafb,FCS,Missouri Valley Football Conference
399,2009,ncaafb,FCS,Northeast Conference
2115,2009,ncaafb,FCS,Northeast Conference
2184,2009,ncaafb,FCS,Northeast Conference
2405,2009,ncaafb,FCS,Northeast Conference
2523,2009,ncaafb,FCS,Northeast Conference
2529,2009,ncaafb,FCS,Northeast Conference
2598,2009,ncaafb,FCS,Northeast Conference
2681,2009,ncaafb,FCS,Northeast Conference
2803,2009,ncaafb,FCS,Northeast Conference
55,2009,ncaafb,FCS,Ohio Valley Conference
93,2009,ncaafb,FCS,Ohio Valley Conference
2046,2009,ncaafb,FCS,Ohio Valley Conference
2197,2009,ncaafb,FCS,Ohio Valley Conference
2198,2009,ncaafb,FCS,Ohio Valley Conference
2546,2009,ncaafb,FCS,Ohio Valley Conference
2630,2009,ncaafb,FCS,Ohio Valley Conference
2634,2009,ncaafb,FCS,Ohio Valley Conference
2635,2009,ncaafb,FCS,Ohio Valley Conference
46,2009,ncaafb,FCS,Patriot League
107,2009,ncaafb,FCS,Patriot League
322,2009,ncaafb,FCS,Patriot League
2083,2009,ncaafb,FCS,Patriot League
2142,2009,ncaafb,FCS,Patriot League
2230,2009,ncaafb,FCS,Patriot League
2329,2009,ncaafb,FCS,Patriot League
294,2009,ncaafb,FCS,Pioneer Football League
301,2009,ncaafb,FCS,Pioneer Football League
2086,2009,ncaafb,FCS,Pioneer Football League
2097,2009,ncaafb,FCS,Pioneer Football League
2166,2009,ncaafb,FCS,Pioneer Football League
2168,2009,ncaafb,FCS,Pioneer Football League
2181,2009,ncaafb,FCS,Pioneer Football League
2368,2009,ncaafb,FCS,Pioneer Football League
2413,2009,ncaafb,FCS,Pioneer Football League
2674,2009,ncaafb,FCS,Pioneer Football League
231,2009,ncaafb,FCS,Southern Conference
236,2009,ncaafb,FCS,Southern Conference
290,2009,ncaafb,FCS,Southern Conference
2026,2009,ncaafb,FCS,Southern Conference
2210,2009,ncaafb,FCS,Southern Conference
2535,2009,ncaafb,FCS,Southern Conference
2643,2009,ncaafb,FCS,Southern Conference
2717,2009,ncaafb,FCS,Southern Conference
2747,2009,ncaafb,FCS,Southern Conference
326,2009,ncaafb,FCS,Southland Conference
2110,2009,ncaafb,FCS,Southland Conference
2377,2009,ncaafb,FCS,Southland Conference
2447,2009,ncaafb,FCS,Southland Conference
2466,2009,ncaafb,FCS,Southland Conference
2534,2009,ncaafb,FCS,Southland Conference
2545,2009,ncaafb,FCS,Southland Conference
2617,2009,ncaafb,FCS,Southland Conference
2010,2009,ncaafb,FCS,Southwestern Athletic Conference
2011,2009,ncaafb,FCS,Southwestern Athletic Conference
2016,2009,ncaafb,FCS,Southwestern Athletic Conference
2029,2009,ncaafb,FCS,Southwestern Athletic Conference
2296,2009,ncaafb,FCS,Southwestern Athletic Conference
2400,2009,ncaafb,FCS,Southwestern Athletic Conference
2504,2009,ncaafb,FCS,Southwestern Athletic Conference
2582,2009,ncaafb,FCS,Southwestern Athletic Conference
2640,2009,ncaafb,FCS,Southwestern Athletic Conference
2755,2009,ncaafb,FCS,Southwestern Athletic Conference
23,2009,ncaafb,FCS,Western Athletic Conference
62,2009,ncaafb,FCS,Western Athletic Conference
68,2009,ncaafb,FCS,Western Athletic Conference
70,2009,ncaafb,FCS,Western Athletic Conference
166,2009,ncaafb,FCS,Western Athletic Conference
278,2009,ncaafb,FCS,Western Athletic Conference
328,2009,ncaafb,FCS,Western Athletic Conference
2348,2009,ncaafb,FCS,Western Athletic Conference
2440,2009,ncaafb,FCS,Western Athletic Conference
490,2009,ncaafb,NCAA Division II,SIAC
52,2010,ncaafb,FBS,Atlantic Coast Conference
59,2010,ncaafb,FBS,Atlantic Coast Conference
103,2010,ncaafb,FBS,Atlantic Coast Conference
120,2010,ncaafb,FBS,Atlantic Coast Conference
150,2010,ncaafb,FBS,Atlantic Coast Conference
152,2010,ncaafb,FBS,Atlantic Coast Conference
153,2010,ncaafb,FBS,Atlantic Coast Conference
154,2010,ncaafb,FBS,Atlantic Coast Conference
228,2010,ncaafb,FBS,Atlantic Coast Conference
258,2010,ncaafb,FBS,Atlantic Coast Conference
259,2010,ncaafb,FBS,Atlantic Coast Conference
2390,2010,ncaafb,FBS,Atlantic Coast Conference
38,2010,ncaafb,FBS,Big 12 Conference
66,2010,ncaafb,FBS,Big 12 Conference
142,2010,ncaafb,FBS,Big 12 Conference
158,2010,ncaafb,FBS,Big 12 Conference
197,2010,ncaafb,FBS,Big 12 Conference
201,2010,ncaafb,FBS,Big 12 Conference
239,2010,ncaafb,FBS,Big 12 Conference
245,2010,ncaafb,FBS,Big 12 Conference
251,2010,ncaafb,FBS,Big 12 Conference
2305,2010,ncaafb,FBS,Big 12 Conference
2306,2010,ncaafb,FBS,Big 12 Conference
2641,2010,ncaafb,FBS,Big 12 Conference
41,2010,ncaafb,FBS,Big East Conference
58,2010,ncaafb,FBS,Big East Conference
97,2010,ncaafb,FBS,Big East Conference
164,2010,ncaafb,FBS,Big East Conference
183,2010,ncaafb,FBS,Big East Conference
221,2010,ncaafb,FBS,Big East Conference
277,2010,ncaafb,FBS,Big East Conference
2132,2010,ncaafb,FBS,Big East Conference
77,2010,ncaafb,FBS,Big Ten Conference
84,2010,ncaafb,FBS,Big Ten Conference
127,2010,ncaafb,FBS,Big Ten Conference
130,2010,ncaafb,FBS,Big Ten Conference
135,2010,ncaafb,FBS,Big Ten Conference
194,2010,ncaafb,FBS,Big Ten Conference
213,2010,ncaafb,FBS,Big Ten Conference
275,2010,ncaafb,FBS,Big Ten Conference
356,2010,ncaafb,FBS,Big Ten Conference
2294,2010,ncaafb,FBS,Big Ten Conference
2509,2010,ncaafb,FBS,Big Ten Conference
5,2010,ncaafb,FBS,Conference USA
151,2010,ncaafb,FBS,Conference USA
202,2010,ncaafb,FBS,Conference USA
235,2010,ncaafb,FBS,Conference USA
242,2010,ncaafb,FBS,Conference USA
248,2010,ncaafb,FBS,Conference USA
276,2010,ncaafb,FBS,Conference USA
2116,2010,ncaafb,FBS,Conference USA
2567,2010,ncaafb,FBS,Conference USA
2572,2010,ncaafb,FBS,Conference USA
2638,2010,ncaafb,FBS,Conference USA
2655,2010,ncaafb,FBS,Conference USA
87,2010,ncaafb,FBS,FBS Independents
349,2010,ncaafb,FBS,FBS Independents
2426,2010,ncaafb,FBS,FBS Independents
189,2010,ncaafb,FBS,Mid-American Conference
193,2010,ncaafb,FBS,Mid-American Conference
195,2010,ncaafb,FBS,Mid-American Conference
218,2010,ncaafb,FBS,Mid-American Conference
2006,2010,ncaafb,FBS,Mid-American Conference
2050,2010,ncaafb,FBS,Mid-American Conference
2084,2010,ncaafb,FBS,Mid-American Conference
2117,2010,ncaafb,FBS,Mid-American Conference
2199,2010,ncaafb,FBS,Mid-American Conference
2309,2010,ncaafb,FBS,Mid-American Conference
2459,2010,ncaafb,FBS,Mid-American Conference
2649,2010,ncaafb,FBS,Mid-American Conference
2711,2010,ncaafb,FBS,Mid-American Conference
21,2010,ncaafb,FBS,Mountain West Conference
36,2010,ncaafb,FBS,Mountain West Conference
167,2010,ncaafb,FBS,Mountain West Conference
252,2010,ncaafb,FBS,Mountain West Conference
254,2010,ncaafb,FBS,Mountain West Conference
2005,2010,ncaafb,FBS,Mountain West Conference
2439,2010,ncaafb,FBS,Mountain West Conference
2628,2010,ncaafb,FBS,Mountain West Conference
2751,2010,ncaafb,FBS,Mountain West Conference
9,2010,ncaafb,FBS,Pac-12 Conference
12,2010,ncaafb,FBS,Pac-12 Conference
24,2010,ncaafb,FBS,Pac-12 Conference
25,2010,ncaafb,FBS,Pac-12 Conference
26,2010,ncaafb,FBS,Pac-12 Conference
30,2010,ncaafb,FBS,Pac-12 Conference
204,2010,ncaafb,FBS,Pac-12 Conference
264,2010,ncaafb,FBS,Pac-12 Conference
265,2010,ncaafb,FBS,Pac-12 Conference
2483,2010,ncaafb,FBS,Pac-12 Conference
2,2010,ncaafb,FBS,Southeastern Conference
8,2010,ncaafb,FBS,Southeastern Conference
57,2010,ncaafb,FBS,Southeastern Conference
61,2010,ncaafb,FBS,Southeastern Conference
96,2010,ncaafb,FBS,Southeastern Conference
99,2010,ncaafb,FBS,Southeastern Conference
145,2010,ncaafb,FBS,Southeastern Conference
238,2010,ncaafb,FBS,Southeastern Conference
333,2010,ncaafb,FBS,Southeastern Conference
344,2010,ncaafb,FBS,Southeastern Conference
2579,2010,ncaafb,FBS,Southeastern Conference
2633,2010,ncaafb,FBS,Southeastern Conference
98,2010,ncaafb,FBS,Sun Belt Conference
249,2010,ncaafb,FBS,Sun Belt Conference
309,2010,ncaafb,FBS,Sun Belt Conference
2032,2010,ncaafb,FBS,Sun Belt Conference
2226,2010,ncaafb,FBS,Sun Belt Conference
2229,2010,ncaafb,FBS,Sun Belt Conference
2393,2010,ncaafb,FBS,Sun Belt Conference
2433,2010,ncaafb,FBS,Sun Belt Conference
2653,2010,ncaafb,FBS,Sun Belt Conference
16,2010,ncaafb,FCS,Big Sky Conference
147,2010,ncaafb,FCS,Big Sky Conference
149,2010,ncaafb,FCS,Big Sky Conference
304,2010,ncaafb,FCS,Big Sky Conference
331,2010,ncaafb,FCS,Big Sky Conference
2458,2010,ncaafb,FCS,Big Sky Conference
2464,2010,ncaafb,FCS,Big Sky Conference
2502,2010,ncaafb,FCS,Big Sky Conference
2692,2010,ncaafb,FCS,Big Sky Conference
324,2010,ncaafb,FCS,Big South Conference
2127,2010,ncaafb,FCS,Big South Conference
2241,2010,ncaafb,FCS,Big South Conference
2335,2010,ncaafb,FCS,Big South Conference
2506,2010,ncaafb,FCS,Big South Conference
2619,2010,ncaafb,FCS,Big South Conference
2678,2010,ncaafb,FCS,Big South Conference
48,2010,ncaafb,FCS,Coastal Athletic Association
113,2010,ncaafb,FCS,Coastal Athletic Association
119,2010,ncaafb,FCS,Coastal Athletic Association
160,2010,ncaafb,FCS,Coastal Athletic Association
222,2010,ncaafb,FCS,Coastal Athletic Association
227,2010,ncaafb,FCS,Coastal Athletic Association
256,2010,ncaafb,FCS,Coastal Athletic Association
257,2010,ncaafb,FCS,Coastal Athletic Association
311,2010,ncaafb,FCS,Coastal Athletic Association
2729,2010,ncaafb,FCS,Coastal Athletic Association
295,2010,ncaafb,FCS,FCS Independents
2247,2010,ncaafb,FCS,FCS Independents
13,2010,ncaafb,FCS,Great West Conference
155,2010,ncaafb,FCS,Great West Conference
233,2010,ncaafb,FCS,Great West Conference
253,2010,ncaafb,FCS,Great West Conference
302,2010,ncaafb,FCS,Great West Conference
43,2010,ncaafb,FCS,Ivy League
108,2010,ncaafb,FCS,Ivy League
159,2010,ncaafb,FCS,Ivy League
163,2010,ncaafb,FCS,Ivy League
171,2010,ncaafb,FCS,Ivy League
172,2010,ncaafb,FCS,Ivy League
219,2010,ncaafb,FCS,Ivy League
225,2010,ncaafb,FCS,Ivy League
47,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
50,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2065,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2169,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2261,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2415,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2428,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2448,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2450,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2542,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
2569,2010,ncaafb,FCS,Mid-Eastern Athletic Conference
79,2010,ncaafb,FCS,Missouri Valley Football Conference
282,2010,ncaafb,FCS,Missouri Valley Football Conference
2287,2010,ncaafb,FCS,Missouri Valley Football Conference
2449,2010,ncaafb,FCS,Missouri Valley Football Conference
2460,2010,ncaafb,FCS,Missouri Valley Football Conference
2571,2010,ncaafb,FCS,Missouri Valley Football Conference
2623,2010,ncaafb,FCS,Missouri Valley Football Conference
2710,2010,ncaafb,FCS,Missouri Valley Football Conference
2754,2010,ncaafb,FCS,Missouri Valley Football Conference
399,2010,ncaafb,FCS,Northeast Conference
2115,2010,ncaafb,FCS,Northeast Conference
2184,2010,ncaafb,FCS,Northeast Conference
2405,2010,ncaafb,FCS,Northeast Conference
2523,2010,ncaafb,FCS,Northeast Conference
2529,2010,ncaafb,FCS,Northeast Conference
2598,2010,ncaafb,FCS,Northeast Conference
2681,2010,ncaafb,FCS,Northeast Conference
2803,2010,ncaafb,FCS,Northeast Conference
55,2010,ncaafb,FCS,Ohio Valley Conference
93,2010,ncaafb,FCS,Ohio Valley Conference
2046,2010,ncaafb,FCS,Ohio Valley Conference
2197,2010,ncaafb,FCS,Ohio Valley Conference
2198,2010,ncaafb,FCS,Ohio Valley Conference
2546,2010,ncaafb,FCS,Ohio Valley Conference
2630,2010,ncaafb,FCS,Ohio Valley Conference
2634,2010,ncaafb,FCS,Ohio Valley Conference
2635,2010,ncaafb,FCS,Ohio Valley Conference
46,2010,ncaafb,FCS,Patriot League
107,2010,ncaafb,FCS,Patriot League
322,2010,ncaafb,FCS,Patriot League
2083,2010,ncaafb,FCS,Patriot League
2142,2010,ncaafb,FCS,Patriot League
2230,2010,ncaafb,FCS,Patriot League
2329,2010,ncaafb,FCS,Patriot League
294,2010,ncaafb,FCS,Pioneer Football League
301,2010,ncaafb,FCS,Pioneer Football League
2086,2010,ncaafb,FCS,Pioneer Football League
2097,2010,ncaafb,FCS,Pioneer Football League
2166,2010,ncaafb,FCS,Pioneer Football League
2168,2010,ncaafb,FCS,Pioneer Football League
2181,2010,ncaafb,FCS,Pioneer Football League
2368,2010,ncaafb,FCS,Pioneer Football League
2413,2010,ncaafb,FCS,Pioneer Football League
2674,2010,ncaafb,FCS,Pioneer Football League
231,2010,ncaafb,FCS,Southern Conference
236,2010,ncaafb,FCS,Southern Conference
290,2010,ncaafb,FCS,Southern Conference
2026,2010,ncaafb,FCS,Southern Conference
2210,2010,ncaafb,FCS,Southern Conference
2535,2010,ncaafb,FCS,Southern Conference
2643,2010,ncaafb,FCS,Southern Conference
2717,2010,ncaafb,FCS,Southern Conference
2747,2010,ncaafb,FCS,Southern Conference
326,2010,ncaafb,FCS,Southland Conference
2110,2010,ncaafb,FCS,Southland Conference
2320,2010,ncaafb,FCS,Southland Conference
2377,2010,ncaafb,FCS,Southland Conference
2447,2010,ncaafb,FCS,Southland Conference
2466,2010,ncaafb,FCS,Southland Conference
2534,2010,ncaafb,FCS,Southland Conference
2545,2010,ncaafb,FCS,Southland Conference
2617,2010,ncaafb,FCS,Southland Conference
2010,2010,ncaafb,FCS,Southwestern Athletic Conference
2011,2010,ncaafb,FCS,Southwestern Athletic Conference
2016,2010,ncaafb,FCS,Southwestern Athletic Conference
2029,2010,ncaafb,FCS,Southwestern Athletic Conference
2296,2010,ncaafb,FCS,Southwestern Athletic Conference
2400,2010,ncaafb,FCS,Southwestern Athletic Conference
2504,2010,ncaafb,FCS,Southwestern Athletic Conference
2582,2010,ncaafb,FCS,Southwestern Athletic Conference
2640,2010,ncaafb,FCS,Southwestern Athletic Conference
2755,2010,ncaafb,FCS,Southwestern Athletic Conference
23,2010,ncaafb,FCS,Western Athletic Conference
62,2010,ncaafb,FCS,Western Athletic Conference
68,2010,ncaafb,FCS,Western Athletic Conference
70,2010,ncaafb,FCS,Western Athletic Conference
166,2010,ncaafb,FCS,Western Athletic Conference
278,2010,ncaafb,FCS,Western Athletic Conference
328,2010,ncaafb,FCS,Western Athletic Conference
2348,2010,ncaafb,FCS,Western Athletic Conference
2440,2010,ncaafb,FCS,Western Athletic Conference
490,2010,ncaafb,NCAA Division II,SIAC
52,2011,ncaafb,FBS,Atlantic Coast Conference
59,2011,ncaafb,FBS,Atlantic Coast Conference
103,2011,ncaafb,FBS,Atlantic Coast Conference
120,2011,ncaafb,FBS,Atlantic Coast Conference
150,2011,ncaafb,FBS,Atlantic Coast Conference
152,2011,ncaafb,FBS,Atlantic Coast Conference
153,2011,ncaafb,FBS,Atlantic Coast Conference
154,2011,ncaafb,FBS,Atlantic Coast Conference
228,2011,ncaafb,FBS,Atlantic Coast Conference
258,2011,ncaafb,FBS,Atlantic Coast Conference
259,2011,ncaafb,FBS,Atlantic Coast Conference
2390,2011,ncaafb,FBS,Atlantic Coast Conference
66,2011,ncaafb,FBS,Big 12 Conference
142,2011,ncaafb,FBS,Big 12 Conference
197,2011,ncaafb,FBS,Big 12 Conference
201,2011,ncaafb,FBS,Big 12 Conference
239,2011,ncaafb,FBS,Big 12 Conference
245,2011,ncaafb,FBS,Big 12 Conference
251,2011,ncaafb,FBS,Big 12 Conference
2305,2011,ncaafb,FBS,Big 12 Conference
2306,2011,ncaafb,FBS,Big 12 Conference
2641,2011,ncaafb,FBS,Big 12 Conference
41,2011,ncaafb,FBS,Big East Conference
58,2011,ncaafb,FBS,Big East Conference
97,2011,ncaafb,FBS,Big East Conference
164,2011,ncaafb,FBS,Big East Conference
183,2011,ncaafb,FBS,Big East Conference
221,2011,ncaafb,FBS,Big East Conference
277,2011,ncaafb,FBS,Big East Conference
2132,2011,ncaafb,FBS,Big East Conference
77,2011,ncaafb,FBS,Big Ten Conference
84,2011,ncaafb,FBS,Big Ten Conference
127,2011,ncaafb,FBS,Big Ten Conference
130,2011,ncaafb,FBS,Big Ten Conference
135,2011,ncaafb,FBS,Big Ten Conference
158,2011,ncaafb,FBS,Big Ten Conference
194,2011,ncaafb,FBS,Big Ten Conference
213,2011,ncaafb,FBS,Big Ten Conference
275,2011,ncaafb,FBS,Big Ten Conference
356,2011,ncaafb,FBS,Big Ten Conference
2294,2011,ncaafb,FBS,Big Ten Conference
2509,2011,ncaafb,FBS,Big Ten Conference
5,2011,ncaafb,FBS,Conference USA
151,2011,ncaafb,FBS,Conference USA
202,2011,ncaafb,FBS,Conference USA
235,2011,ncaafb,FBS,Conference USA
242,2011,ncaafb,FBS,Conference USA
248,2011,ncaafb,FBS,Conference USA
276,2011,ncaafb,FBS,Conference USA
2116,2011,ncaafb,FBS,Conference USA
2567,2011,ncaafb,FBS,Conference USA
2572,2011,ncaafb,FBS,Conference USA
2638,2011,ncaafb,FBS,Conference USA
2655,2011,ncaafb,FBS,Conference USA
87,2011,ncaafb,FBS,FBS Independents
252,2011,ncaafb,FBS,FBS Independents
349,2011,ncaafb,FBS,FBS Independents
2426,2011,ncaafb,FBS,FBS Independents
189,2011,ncaafb,FBS,Mid-American Conference
193,2011,ncaafb,FBS,Mid-American Conference
195,2011,ncaafb,FBS,Mid-American Conference
218,2011,ncaafb,FBS,Mid-American Conference
2006,2011,ncaafb,FBS,Mid-American Conference
2050,2011,ncaafb,FBS,Mid-American Conference
2084,2011,ncaafb,FBS,Mid-American Conference
2117,2011,ncaafb,FBS,Mid-American Conference
2199,2011,ncaafb,FBS,Mid-American Conference
2309,2011,ncaafb,FBS,Mid-American Conference
2459,2011,ncaafb,FBS,Mid-American Conference
2649,2011,ncaafb,FBS,Mid-American Conference
2711,2011,ncaafb,FBS,Mid-American Conference
21,2011,ncaafb,FBS,Mountain West Conference
36,2011,ncaafb,FBS,Mountain West Conference
68,2011,ncaafb,FBS,Mountain West Conference
167,2011,ncaafb,FBS,Mountain West Conference
2005,2011,ncaafb,FBS,Mountain West Conference
2439,2011,ncaafb,FBS,Mountain West Conference
2628,2011,ncaafb,FBS,Mountain West Conference
2751,2011,ncaafb,FBS,Mountain West Conference
9,2011,ncaafb,FBS,Pac-12 Conference
12,2011,ncaafb,FBS,Pac-12 Conference
24,2011,ncaafb,FBS,Pac-12 Conference
25,2011,ncaafb,FBS,Pac-12 Conference
26,2011,ncaafb,FBS,Pac-12 Conference
30,2011,ncaafb,FBS,Pac-12 Conference
38,2011,ncaafb,FBS,Pac-12 Conference
204,2011,ncaafb,FBS,Pac-12 Conference
254,2011,ncaafb,FBS,Pac-12 Conference
264,2011,ncaafb,FBS,Pac-12 Conference
265,2011,ncaafb,FBS,Pac-12 Conference
2483,2011,ncaafb,FBS,Pac-12 Conference
2,2011,ncaafb,FBS,Southeastern Conference
8,2011,ncaafb,FBS,Southeastern Conference
57,2011,ncaafb,FBS,Southeastern Conference
61,2011,ncaafb,FBS,Southeastern Conference
96,2011,ncaafb,FBS,Southeastern Conference
99,2011,ncaafb,FBS,Southeastern Conference
145,2011,ncaafb,FBS,Southeastern Conference
238,2011,ncaafb,FBS,Southeastern Conference
333,2011,ncaafb,FBS,Southeastern Conference
344,2011,ncaafb,FBS,Southeastern Conference
2579,2011,ncaafb,FBS,Southeastern Conference
2633,2011,ncaafb,FBS,Southeastern Conference
98,2011,ncaafb,FBS,Sun Belt Conference
249,2011,ncaafb,FBS,Sun Belt Conference
309,2011,ncaafb,FBS,Sun Belt Conference
2032,2011,ncaafb,FBS,Sun Belt Conference
2226,2011,ncaafb,FBS,Sun Belt Conference
2229,2011,ncaafb,FBS,Sun Belt Conference
2393,2011,ncaafb,FBS,Sun Belt Conference
2433,2011,ncaafb,FBS,Sun Belt Conference
2653,2011,ncaafb,FBS,Sun Belt Conference
16,2011,ncaafb,FCS,Big Sky Conference
147,2011,ncaafb,FCS,Big Sky Conference
149,2011,ncaafb,FCS,Big Sky Conference
304,2011,ncaafb,FCS,Big Sky Conference
